CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
618,France,Male,22,3,76222.44,1,1,1,43985.29,0
825,France,Female,51,8,0.0,1,1,0,50159.15,1
561,Germany,Female,39,4,119362.36,1,0,1,123695.2,0
542,France,Female,49,4,127081.51,1,1,1,120505.06,0
723,France,Female,48,2,190935.1,2,1,0,166636.32,0
589,Spain,Female,31,7,103536.32,2,0,1,129753.2,0
725,Spain,Male,30,3,165774.73,3,1,1,91290.81,0
631,France,Male,47,9,44675.68,1,1,0,162651.06,0
694,France,Female,37,4,71840.96,1,1,1,13152.41,0
501,France,Male,50,8,0.0,1,1,1,143340.7,0
693,Spain,Female,38,5,112867.94,2,1,1,113205.68,0
671,Spain,Male,51,4,138671.25,1,1,1,51969.7,0
626,France,Male,45,4,0.0,1,0,1,131123.46,0
533,Spain,Male,43,4,114790.89,2,1,1,197464.87,0
671,France,Female,36,5,136418.94,1,1,0,75836.6,0
719,France,Male,43,9,0.0,2,1,0,131315.9,0
600,Spain,Male,53,7,0.0,2,0,0,93480.93,0
601,France,Female,39,0,145202.24,2,0,1,84563.2,1
725,France,Male,46,0,105483.83,1,1,1,68360.7,0
812,France,Female,41,0,135733.96,2,1,0,53500.56,0
739,Germany,Female,41,7,98455.39,1,1,0,54761.25,0
672,Spain,Male,59,2,124813.94,1,0,0,157107.65,1
627,Spain,Female,53,4,162680.26,1,0,1,71519.52,1
647,France,Male,41,9,94390.85,1,1,0,110619.41,0
524,France,Male,42,1,119773.45,1,1,1,50567.46,0
635,Spain,Female,32,1,169987.97,2,0,1,50368.86,0
756,France,Male,38,0,98072.03,2,0,0,121545.02,0
654,Spain,Male,43,3,46479.4,1,1,1,120725.03,0
591,Germany,Male,49,0,140154.24,1,1,1,106000.05,1
582,France,Female,48,6,179613.64,1,1,1,141705.34,1
647,Spain,Male,28,8,172016.74,3,1,0,131034.88,1
533,France,Male,51,2,142179.36,1,0,0,48019.17,0
564,France,Female,39,5,0.0,1,1,1,20544.15,0
796,Germany,Male,29,3,0.0,1,0,0,61237.91,0
552,Germany,Male,55,0,74600.77,2,1,1,91936.92,1
574,Germany,Male,56,5,0.0,1,1,0,49576.68,1
678,Germany,Female,43,7,192789.77,1,1,0,101656.28,0
608,Spain,Female,48,2,48811.84,1,1,0,16974.79,1
658,Spain,Female,48,8,0.0,2,1,0,100653.65,0
732,Germany,Male,55,10,85118.95,1,1,1,76787.41,0
503,France,Female,48,0,65121.13,3,0,1,192230.14,1
722,Germany,Female,25,1,0.0,2,0,0,176572.98,0
595,Spain,Female,62,3,153063.82,2,1,0,190712.45,0
623,France,Male,52,9,138797.24,3,1,0,135177.66,1
833,France,Female,34,1,64988.32,2,0,0,194671.19,0
517,France,Male,29,5,131105.46,1,1,1,46008.57,1
706,France,Female,46,5,0.0,2,1,1,111154.46,1
757,Germany,Female,37,1,63543.22,2,0,1,151204.22,0
585,France,Male,44,0,100066.75,2,1,0,101645.77,0
587,Spain,Male,48,1,62361.89,2,1,0,50611.86,0
615,Spain,Female,34,0,0.0,2,1,0,134225.93,1
585,Spain,Male,28,5,74935.29,3,0,0,194529.82,0
656,France,Female,44,10,93536.28,1,1,1,109408.09,0
735,France,Female,34,3,0.0,2,1,1,57141.1,0
615,Germany,Male,42,2,158955.71,2,1,1,17698.36,1
738,Spain,Female,25,2,70361.4,2,1,1,29786.0,0
783,France,Female,37,10,0.0,1,1,0,157672.55,1
691,Spain,Male,48,10,0.0,1,0,0,102199.13,1
700,France,Male,47,7,0.0,1,0,0,49645.3,1
594,Spain,Male,31,5,106542.73,1,0,1,173414.8,0
401,France,Male,27,1,0.0,1,1,0,92854.45,0
706,France,Female,40,10,133377.54,1,1,0,161192.38,1
726,Germany,Female,46,0,94887.49,1,1,1,164145.59,1
673,France,Female,44,1,0.0,2,1,0,146404.23,0
736,France,Male,34,7,107401.32,1,1,0,194789.11,0
598,France,Female,43,2,22724.78,1,1,1,180411.11,0
699,France,Female,57,1,0.0,2,1,0,33833.28,0
790,Spain,Female,42,6,138779.82,1,1,1,75312.9,0
713,France,Male,22,0,112178.83,2,0,1,191307.05,0
778,Germany,Female,42,2,154486.14,2,1,1,134558.15,0
778,Spain,Female,62,7,0.0,1,0,1,94309.25,0
534,France,Male,26,2,81116.88,1,0,0,173802.94,0
718,France,Female,40,8,46899.41,1,0,1,131389.18,0
590,Spain,Male,38,1,83901.27,1,0,0,80408.86,0
545,Spain,Female,41,6,207226.42,2,0,0,61537.03,0
623,Germany,Female,42,0,0.0,1,1,0,171709.59,1
817,Spain,Female,53,8,74552.12,1,0,1,170885.52,0
598,France,Female,41,8,52680.62,2,1,1,184478.14,0
483,France,Male,54,8,0.0,1,0,1,159063.3,0
513,Germany,Female,39,3,0.0,1,1,1,45106.11,0
695,France,Male,36,2,144478.06,2,1,1,83810.86,0
578,Spain,Female,33,10,82794.35,1,0,0,72335.21,0
456,Germany,Male,20,8,0.0,2,0,0,58996.41,0
517,Spain,Male,43,2,60894.44,2,1,1,160997.91,0
666,France,Female,63,0,138773.0,2,1,1,33681.7,0
724,France,Male,45,3,100774.32,1,1,0,101049.43,1
608,France,Female,48,7,72385.37,1,1,0,174471.42,1
712,France,Female,35,4,88963.8,2,0,0,159904.46,0
737,Spain,Male,37,8,219705.92,2,1,0,60801.14,0
576,France,Male,51,5,168420.4,3,0,0,16753.97,1
638,France,Female,62,10,181368.52,2,1,1,88636.64,1
593,France,Female,56,9,0.0,1,1,0,122766.1,0
701,France,Male,49,5,97142.68,1,1,1,172402.45,0
592,Spain,Female,40,9,71470.97,3,1,0,110371.18,1
535,France,Female,42,4,133279.69,2,0,1,60504.48,0
655,Spain,Male,32,0,160109.96,2,1,0,141243.72,0
755,France,Female,24,3,121974.16,2,1,0,86315.04,0
699,Germany,Female,28,4,59631.56,3,1,0,166795.02,1
746,France,Male,41,10,70627.31,2,0,1,14507.82,1
737,France,Female,37,9,0.0,3,1,0,89612.09,1
654,Spain,Female,24,1,142443.81,2,1,0,90210.08,0
593,Spain,Female,40,0,112329.52,2,1,0,121633.25,1
567,Spain,Male,36,5,111749.13,3,1,1,78136.13,0
499,France,Male,27,5,0.0,2,1,1,86413.19,0
763,France,Male,36,8,118993.02,2,1,0,149629.61,0
619,Germany,Female,36,2,142229.97,2,1,1,42543.69,0
488,France,Female,33,8,137768.62,2,1,0,55290.28,0
767,Germany,Male,50,4,106226.44,2,1,1,29453.56,1
659,Germany,Female,19,3,102449.43,2,1,0,58957.43,1
742,Germany,Female,18,4,100460.49,1,1,1,106024.26,0
625,Spain,Male,40,10,64422.81,2,1,0,45940.09,0
575,Germany,Male,41,4,63762.54,2,0,1,23979.7,0
692,France,Male,44,6,133285.73,2,1,1,199309.65,0
700,France,Female,34,9,67930.82,1,1,1,96489.16,0
623,Germany,Male,30,0,147324.56,2,1,0,167994.2,1
775,France,Female,40,5,102330.18,2,1,1,150367.08,0
740,France,Female,35,7,147618.95,1,0,1,41433.99,0
704,France,Female,57,9,0.0,2,1,1,107332.86,1
545,Spain,Male,36,0,148832.36,2,0,0,117893.17,0
531,Spain,Female,39,7,80228.98,2,1,1,39988.92,0
764,Germany,Male,67,8,126262.77,1,1,0,31260.46,1
442,France,Male,38,3,143370.18,1,0,1,60013.28,1
641,France,Male,46,8,24331.01,2,1,1,59640.09,0
664,Germany,Female,47,5,193488.06,3,1,1,62741.24,1
603,France,Female,48,7,222829.56,1,1,0,57966.69,0
647,Germany,Male,43,4,0.0,3,1,1,113894.83,0
690,Germany,Male,42,1,146905.8,1,0,0,65935.11,1
594,France,Female,41,9,0.0,1,1,1,156612.53,0
734,France,Female,34,2,88181.47,2,0,0,19952.43,0
705,France,Male,44,2,99271.15,1,0,1,128086.43,0
633,Spain,Male,62,9,155149.05,1,1,1,156764.57,0
571,Germany,Female,53,10,0.0,3,0,0,93062.16,1
641,France,Female,43,6,0.0,2,1,0,70671.69,1
850,Spain,Male,49,6,84338.88,1,0,0,67586.67,0
578,France,Female,30,3,139125.17,2,1,0,72280.69,1
795,France,Female,37,6,59971.32,2,1,1,32299.01,0
483,Spain,Male,50,6,93278.36,2,1,0,120404.37,0
568,France,Female,56,5,99452.87,1,1,1,128460.26,0
598,France,Female,32,7,52382.8,1,0,0,84039.56,1
740,Germany,Male,35,6,0.0,2,1,0,191613.06,0
655,France,Male,64,9,51621.35,2,1,1,183172.57,0
774,Germany,Male,41,7,118566.1,3,0,0,66596.26,1
618,France,Male,60,4,0.0,1,1,0,149146.75,0
645,France,Female,42,7,130706.88,2,1,1,32100.01,0
619,France,Female,43,2,136697.76,4,0,1,153984.62,1
843,France,Female,37,2,72427.47,1,1,0,149790.4,0
544,France,Female,50,9,0.0,1,1,1,77759.44,0
602,France,Male,55,6,124503.02,2,1,1,83520.62,0
557,Spain,Female,29,0,0.0,2,1,0,121351.69,0
704,France,Male,36,3,152168.09,1,1,0,63242.03,0
542,France,Male,50,10,124831.43,1,1,0,118819.86,1
823,France,Male,39,7,171758.67,2,1,0,178648.82,0
658,France,Female,35,9,80792.11,2,1,1,94519.14,0
689,France,Female,51,6,0.0,1,0,1,48799.49,0
694,Germany,Male,52,0,210803.15,1,1,1,116028.43,1
648,France,Female,35,1,107794.61,1,1,1,134040.83,0
662,Spain,Female,42,1,130963.95,3,1,0,109937.04,0
658,Spain,Male,27,8,56612.53,2,0,1,14489.51,0
699,France,Female,30,8,151490.94,1,1,1,137163.35,0
572,France,Female,41,5,163711.02,2,0,0,17009.94,0
556,France,Male,40,7,79288.43,2,1,0,89310.52,1
728,Germany,Female,29,6,135480.3,3,1,0,88735.57,1
650,France,Female,32,8,119584.58,1,1,0,170817.16,0
459,Spain,Female,28,7,0.0,1,1,0,173907.75,0
605,Spain,Male,45,5,147225.03,1,1,0,157257.93,1
795,Spain,Male,18,7,131982.77,1,1,0,165748.49,0
635,Germany,Female,29,3,97772.63,2,1,0,51572.45,0
600,Spain,Male,20,8,148331.41,2,0,0,146093.98,0
508,France,Male,45,10,0.0,1,1,1,152363.97,0
596,France,Male,20,2,76181.89,2,0,0,157834.06,0
539,France,Female,40,7,104906.45,2,0,1,161008.8,0
691,Spain,Male,58,1,13027.97,2,1,1,41016.12,1
655,Germany,Female,58,4,135347.1,1,1,0,58815.76,1
615,Spain,Male,20,7,168602.11,4,1,1,158900.44,0
578,France,Male,43,3,91620.65,2,1,0,37996.24,0
795,Spain,Male,29,2,111938.68,2,1,0,33552.57,0
583,France,Female,27,4,93549.82,2,1,1,195632.55,0
583,France,Male,39,1,85037.4,2,1,0,193880.18,0
627,Spain,Male,54,6,117072.91,1,1,0,73979.42,1
640,France,Female,47,1,0.0,2,0,0,11632.69,0
696,France,Female,32,3,92765.6,1,1,1,85666.84,0
738,Germany,Male,48,3,0.0,3,1,0,14916.0,0
731,France,Male,18,10,135631.98,1,1,1,37251.28,0
850,France,Female,32,10,117440.38,1,0,0,52581.63,0
489,France,Male,31,0,82575.63,2,0,1,169451.79,0
672,France,Male,41,1,106928.09,2,1,1,81307.1,0
601,Spain,Male,38,8,0.0,2,0,1,11561.99,0
841,Germany,Female,38,3,164482.55,2,1,0,131006.61,0
667,France,Male,38,7,82067.36,2,1,0,23419.65,0
457,France,Male,40,10,0.0,2,1,0,179879.88,0
691,France,Male,46,1,68329.22,1,0,0,56617.2,1
675,Germany,Female,42,10,147340.4,2,1,1,55170.84,0
722,Spain,Female,37,0,158939.89,2,1,0,85438.34,1
581,Spain,Female,44,2,161394.33,1,1,1,30414.76,0
681,France,Male,49,5,181492.88,1,0,0,14396.23,1
624,France,Male,34,9,120207.14,1,0,0,183729.83,0
586,France,Male,39,6,169373.23,2,1,1,174085.58,0
683,Germany,Female,53,1,0.0,2,1,1,184100.91,0
665,France,Female,28,2,46653.28,1,1,0,138561.49,0
750,Germany,Male,60,8,73631.62,1,0,0,12473.75,1
653,Germany,Female,25,6,27223.56,1,1,0,194905.83,1
707,France,Female,36,0,160179.49,2,1,0,144664.96,0
535,France,Female,30,5,26556.32,1,1,0,88894.12,1
782,France,Male,64,4,12448.2,2,1,1,149171.12,1
576,France,Female,34,0,47935.58,3,1,0,117744.35,1
736,France,Male,34,2,14607.78,2,1,0,137619.23,1
675,Germany,Male,36,10,119152.22,2,0,1,166579.84,0
663,France,Male,41,7,48603.78,4,0,0,187874.8,0
722,France,Female,36,0,17105.29,2,1,1,161364.42,0
447,Germany,Female,39,0,102822.59,2,1,0,180217.8,0
596,Spain,Male,18,3,105889.83,2,1,0,117825.66,1
721,France,Male,41,5,7771.28,2,1,0,74302.23,0
833,Spain,Female,40,4,67887.54,1,1,0,137241.0,0
648,Spain,Female,51,7,0.0,1,1,0,115683.23,1
418,Germany,Male,54,1,86445.19,2,1,1,20680.26,1
620,Germany,Male,38,0,87866.87,2,0,0,119417.5,1
644,France,Male,49,7,166322.92,2,1,1,89308.52,0
755,Spain,Male,28,9,216620.33,1,1,0,80218.66,1
655,France,Female,48,1,88708.48,2,1,0,147647.46,0
529,Spain,Male,34,3,36262.16,2,0,1,178170.84,0
742,Germany,Female,27,6,92801.68,2,1,1,47456.62,0
704,France,Female,38,1,115103.24,2,1,1,161030.22,0
584,France,Female,55,9,0.0,1,1,0,42223.01,0
718,Germany,Female,42,2,136755.94,1,1,1,119524.77,0
598,Germany,Male,56,5,220019.28,2,1,1,171159.13,0
622,France,Male,32,3,15917.72,1,1,1,182109.57,0
600,Germany,Female,52,7,78631.86,2,1,1,68604.52,1
621,Spain,Female,33,2,185139.45,1,1,1,165587.36,0
736,France,Female,42,1,0.0,3,1,0,176969.96,0
480,France,Male,42,5,146053.66,1,1,0,42827.33,0
755,France,Female,47,9,0.0,2,0,0,83097.62,0
667,Spain,Male,43,6,0.0,2,1,1,157487.4,0
613,France,Male,32,8,0.0,2,0,0,12796.55,0
652,Spain,Female,50,4,122319.78,2,1,0,128895.46,0
564,France,Male,59,1,14216.85,1,1,0,88782.06,1
495,Germany,Male,34,4,68578.83,1,1,0,108327.57,1
566,France,Male,20,10,218674.75,1,0,1,89489.56,0
470,France,Male,45,8,0.0,2,1,0,47123.9,0
521,Spain,Female,36,7,130833.94,2,1,1,76206.52,0
496,France,Female,39,3,0.0,1,1,0,173599.54,1
766,Germany,Female,46,6,34736.19,2,1,0,126082.74,0
528,Spain,Male,35,6,151120.74,1,1,1,100679.96,1
646,Spain,Female,37,7,106869.97,1,1,1,144149.96,1
756,Spain,Female,39,9,85425.03,1,1,0,44908.66,0
731,France,Male,56,7,62653.49,2,1,1,25859.85,0
622,Germany,Female,40,2,1179.79,1,1,1,114233.89,0
622,Spain,Female,26,2,141057.11,2,0,0,12185.39,0
667,France,Female,27,6,0.0,2,1,1,38161.18,0
850,France,Female,42,9,25863.01,2,1,1,146241.09,0
689,Spain,Female,28,10,106569.84,1,1,1,181307.46,0
713,France,Female,23,6,0.0,2,1,0,64200.14,1
850,Germany,Female,47,5,0.0,2,0,0,82698.7,1
676,Spain,Female,48,8,111031.62,2,0,0,139394.02,0
759,Germany,Male,36,10,106982.59,1,1,0,162928.58,0
695,France,Female,43,0,68246.67,1,1,1,59440.27,1
694,France,Female,42,3,0.0,1,1,1,166972.12,0
558,France,Male,47,3,143231.28,1,1,1,194809.96,0
543,France,Female,47,6,0.0,2,1,1,26712.23,1
601,Spain,Female,18,3,146117.93,1,0,1,52620.8,0
734,Spain,Female,37,3,69894.9,2,1,1,147967.85,0
729,France,Female,46,0,138083.05,1,1,0,16973.72,1
777,France,Male,35,0,129204.25,2,0,1,63964.08,0
649,Spain,Female,40,4,68095.14,3,1,0,170459.84,1
701,France,Female,48,10,80855.74,1,1,0,139514.44,1
701,Germany,Male,41,3,140344.04,1,1,0,131734.23,1
640,France,Female,57,2,0.0,2,1,0,126279.87,1
619,Germany,Male,52,2,0.0,2,1,0,105362.48,1
509,France,Male,39,10,190283.18,2,1,1,155680.71,0
636,Germany,Female,38,7,165536.3,2,1,0,174405.01,1
640,France,Female,18,7,115354.16,2,0,1,161151.68,0
758,Germany,Female,36,2,92482.74,3,1,1,101711.67,1
767,France,Male,25,9,125302.54,1,1,0,157918.37,0
664,France,Female,42,2,71690.6,1,1,0,153516.36,1
846,Germany,Male,42,10,95759.86,1,1,1,96595.02,1
668,France,Female,48,10,28298.6,2,1,0,73481.08,1
748,France,Female,55,6,0.0,1,1,0,87925.77,0
640,France,Female,40,9,226279.95,1,1,1,103709.41,0
542,France,Male,65,10,108279.91,3,1,1,37920.91,1
610,France,Female,43,6,115591.83,1,1,1,51511.43,0
790,Spain,Male,26,8,103401.89,1,1,0,29349.96,0
625,France,Female,34,6,61955.75,1,0,0,23735.94,0
606,Spain,Male,36,5,89032.77,1,1,1,117562.66,0
650,Spain,Female,47,3,109741.81,1,0,0,142634.06,1
613,France,Male,30,7,94774.81,1,1,1,126586.36,0
763,Germany,Female,37,2,65885.46,1,1,1,148111.26,1
829,Spain,Female,38,2,129933.42,2,1,0,87235.02,0
651,Germany,Male,35,3,0.0,1,1,0,161838.36,1
701,France,Female,49,0,125431.2,2,1,1,152059.83,0
742,France,Male,47,10,141662.33,2,1,0,145090.92,0
660,France,Female,53,2,96132.76,2,1,1,155540.13,1
567,Germany,Male,36,8,96217.83,3,1,1,53974.82,1
611,Spain,Male,53,4,182087.53,2,1,1,118193.58,1
689,Spain,Male,25,3,55911.21,1,1,1,157238.0,0
687,France,Female,25,2,7571.15,1,1,0,28784.9,0
480,Germany,Female,27,9,0.0,1,1,1,56943.62,0
609,France,Female,40,5,72273.8,2,1,1,103258.11,0
580,Spain,Male,53,4,48977.75,2,1,0,88695.04,1
734,France,Female,33,7,0.0,1,1,1,183710.89,0
584,Spain,Male,35,8,97472.04,1,1,1,152622.14,0
606,Spain,Male,38,7,39294.67,2,1,1,17757.82,0
603,France,Male,46,5,205617.2,2,0,0,98408.19,0
725,France,Male,35,9,21244.31,1,1,1,154886.41,0
742,Spain,Female,34,9,100492.72,2,1,1,137111.9,1
697,France,Female,25,10,6757.61,2,1,0,112153.7,0
755,Germany,Female,34,1,0.0,1,0,1,26187.0,0
767,Spain,Female,53,9,0.0,1,0,0,183875.75,0
478,Germany,Female,41,2,147602.29,2,1,0,88868.58,0
706,France,Male,32,6,104095.91,1,0,0,37575.6,0
615,France,Male,54,7,175231.6,4,1,1,26035.16,1
531,France,Female,34,2,82654.88,2,0,0,159111.01,0
620,Spain,Male,56,0,0.0,2,1,1,126421.98,0
719,France,Male,55,10,117350.83,2,1,1,57825.43,0
788,France,Female,41,9,0.0,4,1,0,111275.95,1
522,France,Male,24,1,10398.49,1,1,1,189828.82,0
709,Spain,Female,65,6,0.0,1,0,1,103692.04,0
837,France,Female,44,1,66669.11,2,1,0,84220.53,1
824,Spain,Female,36,6,185879.94,1,1,1,68490.23,0
350,Germany,Female,51,3,0.0,2,1,1,44632.75,1
850,Spain,Male,48,8,86917.77,2,0,1,182966.38,0
741,Spain,Male,54,6,129485.23,1,0,1,42622.59,1
431,Spain,Female,33,5,0.0,1,1,0,20377.07,0
577,Spain,Female,44,7,75624.88,2,1,0,37118.21,0
769,France,Male,27,5,125851.76,1,1,1,44674.05,0
684,Spain,Female,47,0,113599.57,1,1,1,90716.24,0
595,Germany,Female,40,6,0.0,1,0,1,182831.62,1
656,Germany,Male,43,8,103007.98,1,0,1,35615.65,0
702,Spain,Female,38,5,0.0,2,1,1,37772.77,0
595,Spain,Female,37,1,104513.45,4,1,0,93093.74,0
638,Germany,Female,30,0,149772.21,2,0,1,181717.08,0
735,France,Female,49,3,0.0,2,0,0,186155.3,1
583,France,Female,56,8,0.0,1,0,1,190657.94,1
521,France,Female,34,3,0.0,4,1,1,34107.03,1
589,France,Male,46,10,0.0,2,1,1,144052.6,0
566,France,Female,45,3,195529.84,2,0,1,133000.99,0
593,France,Female,40,4,0.0,1,1,0,15789.98,1
486,France,Female,23,8,22194.48,1,1,0,137736.94,0
672,Spain,Female,26,6,97705.4,1,1,0,142427.18,0
732,France,Male,31,0,93268.99,1,1,1,134765.58,0
573,Spain,Male,18,0,0.0,1,0,1,50982.9,0
588,Germany,Male,55,2,46237.69,2,0,0,73148.62,1
632,France,Female,44,9,100898.29,1,0,0,115214.44,0
563,France,Female,40,0,126069.33,1,1,1,36299.89,1
743,France,Male,18,0,0.0,2,0,1,40163.03,0
566,Spain,Female,20,8,96080.46,3,1,1,142762.31,0
600,France,Male,40,6,123645.56,1,1,1,41484.65,0
577,Germany,Male,62,10,161113.08,1,1,0,13170.53,1
746,Spain,Female,32,2,184858.76,2,0,1,45169.06,0
628,Spain,Male,50,7,106705.97,3,0,0,24349.93,1
839,France,Female,35,1,62576.02,2,0,0,63612.26,0
684,France,Female,41,6,184795.77,1,0,0,154462.9,0
760,France,Male,53,1,48963.06,2,1,1,159357.48,1
619,France,Male,36,9,0.0,2,0,0,23557.12,0
560,France,Male,32,4,174895.04,1,1,0,118354.28,0
647,Germany,Male,56,2,182448.74,1,0,1,26729.19,1
585,Spain,Female,41,10,140640.32,2,0,0,45546.38,0
460,Germany,Female,52,0,0.0,2,1,1,159000.53,1
746,Germany,Female,32,8,50965.72,1,1,1,194681.59,0
653,France,Female,55,5,120958.19,2,1,0,61607.67,0
583,Spain,Female,43,7,0.0,2,0,0,157585.01,0
686,Germany,Female,45,2,0.0,1,1,0,74989.52,0
654,Spain,Female,41,9,136866.03,1,1,1,159066.67,0
784,Spain,Female,34,4,96161.34,1,0,0,118350.43,1
691,France,Female,40,4,0.0,4,1,0,113802.06,0
635,France,Male,35,5,151054.25,1,1,1,163667.27,0
716,France,Male,51,3,131774.94,2,0,0,142272.35,1
647,France,Female,38,3,0.0,2,1,1,194442.55,1
667,Spain,Male,24,1,141985.84,2,1,1,78907.3,0
766,France,Male,22,5,109942.45,3,0,0,191458.79,0
539,Spain,Male,21,5,174230.78,3,1,1,167251.82,0
568,Germany,Male,47,4,0.0,2,1,1,103772.07,1
610,France,Female,27,10,173844.24,1,1,1,105154.8,1
624,France,Female,43,1,7570.06,1,0,0,181371.37,1
760,Germany,Male,42,10,0.0,1,1,1,121614.52,0
516,Germany,Female,39,9,84311.19,2,0,1,74181.8,0
647,France,Female,45,0,60329.35,1,1,1,17861.28,0
598,France,Female,42,7,165242.03,1,1,1,66929.82,0
812,Germany,Female,18,2,0.0,1,1,1,51294.85,0
734,France,Male,36,0,663.21,2,1,0,34515.6,0
673,Spain,Male,45,9,142205.77,1,0,0,137798.4,1
742,France,Female,58,1,0.0,1,1,0,85182.65,1
525,France,Female,59,3,0.0,2,1,0,27967.66,0
843,France,Female,25,1,61564.19,2,0,1,72126.69,1
570,Germany,Female,36,1,0.0,2,1,1,36678.85,0
769,Germany,Female,23,0,87448.34,2,0,0,123734.76,0
702,France,Male,57,9,95770.65,2,1,1,91113.31,0
675,Spain,Female,51,0,0.0,1,1,0,187499.33,1
765,France,Male,44,8,119007.78,1,1,1,125661.09,0
745,France,Male,42,1,49884.78,2,1,0,155382.81,1
660,France,Male,55,10,0.0,1,0,1,73660.67,0
610,France,Female,53,9,91789.64,2,1,1,153351.09,1
662,Germany,Male,53,6,56389.04,3,0,0,149608.76,1
640,France,Female,45,9,22345.62,1,1,1,198269.65,0
684,Germany,Female,36,3,137489.77,2,1,1,135622.28,1
747,France,Female,48,8,128212.65,1,1,1,184069.1,0
695,Spain,Male,49,2,133951.99,1,0,1,174713.97,1
668,France,Female,38,6,67131.29,1,0,0,184558.75,1
588,Spain,Male,36,10,113896.15,2,1,0,118901.72,0
681,France,Female,52,7,33481.06,4,1,0,52557.17,0
489,France,Female,58,2,53697.69,1,0,0,121155.18,1
574,Spain,Male,32,8,106754.07,2,1,0,185117.76,0
708,Germany,Male,37,9,0.0,1,1,1,194873.52,1
734,Spain,Male,44,9,20301.47,1,0,0,189771.73,0
648,France,Female,45,8,50007.67,2,1,0,93807.18,0
669,Germany,Female,34,8,85999.57,2,0,1,162822.74,1
685,Spain,Male,61,8,154842.97,2,1,0,102826.61,1
715,Germany,Female,45,8,0.0,3,1,1,141427.95,0
631,France,Male,46,1,0.0,1,1,1,91992.04,1
557,Germany,Female,59,8,117760.42,2,1,0,67488.56,0
687,Germany,Male,35,1,0.0,1,0,1,93967.76,0
836,Spain,Male,39,6,118937.04,2,1,1,68326.15,0
562,France,Female,26,3,35064.33,1,0,1,90403.91,0
638,France,Male,38,2,0.0,1,1,0,138760.19,0
613,Spain,Male,24,3,179586.71,2,0,1,48142.15,0
850,Germany,Female,48,0,183247.77,1,1,1,138575.94,1
559,Germany,Male,45,4,148831.88,2,1,1,23987.78,1
635,France,Female,37,4,0.0,4,1,1,10302.59,0
615,France,Male,39,4,10052.64,1,1,0,54278.49,0
531,Germany,Male,48,1,55667.81,2,1,1,48448.38,0
526,France,Male,28,6,88822.72,3,0,1,168299.46,0
704,France,Female,42,1,230613.38,2,0,1,153647.86,1
717,Germany,Male,48,9,88719.63,1,1,1,136613.84,0
597,Germany,Male,20,0,143735.02,2,1,1,144188.05,0
784,Spain,Female,48,0,124675.35,2,1,0,135967.46,0
436,France,Male,22,3,123518.42,2,0,1,167025.72,0
530,France,Male,39,4,103776.41,2,1,1,111440.12,0
572,Spain,Male,27,10,42598.29,1,1,1,13352.14,0
649,France,Male,56,5,0.0,2,1,0,174030.03,1
607,France,Male,27,4,0.0,1,0,1,99380.53,0
631,France,Female,22,9,72942.12,2,1,0,186400.92,0
696,Germany,Male,41,2,7910.11,2,1,0,179670.76,0
788,Spain,Male,35,9,127773.97,3,1,1,85874.64,0
726,Spain,Female,23,4,0.0,1,0,1,187283.86,0
655,Germany,Male,46,3,0.0,1,0,0,21130.98,1
642,France,Female,18,3,0.0,1,0,1,135842.74,0
755,France,Male,29,0,0.0,1,0,0,139483.33,1
829,France,Female,34,7,0.0,1,1,0,169624.8,0
711,France,Female,49,6,0.0,2,1,1,99574.4,0
603,France,Male,54,6,147725.29,1,0,0,55707.46,1
675,France,Female,52,7,0.0,3,1,1,18394.01,0
705,France,Male,38,0,111666.73,1,1,1,98785.24,0
597,Germany,Female,18,9,153470.33,1,1,0,96122.21,1
732,Germany,Male,44,5,0.0,2,0,0,77713.4,0
675,France,Female,56,7,141845.2,1,1,1,130920.23,0
761,France,Female,54,0,160276.03,2,1,0,110962.33,1
557,Spain,Female,45,8,0.0,2,1,1,31955.33,0
485,Germany,Male,27,7,188900.37,2,1,0,19142.87,0
613,Spain,Female,34,4,122181.06,2,1,1,179227.57,1
652,France,Female,61,10,174401.87,2,1,1,151012.43,0
479,Spain,Female,24,7,43919.01,4,0,0,98007.18,0
592,France,Female,27,9,13801.0,1,0,0,104248.81,0
772,France,Male,50,9,197891.64,2,1,1,31746.35,0
701,France,Female,35,2,56820.86,2,1,0,60067.1,1
663,France,Female,27,10,88835.86,1,0,1,166707.28,0
550,France,Male,57,8,132427.64,2,1,0,34004.71,0
769,France,Female,45,2,145190.11,2,1,0,29816.38,1
610,Spain,Female,36,8,161077.65,1,1,0,116046.07,1
659,France,Male,27,4,116616.08,1,1,1,169659.75,1
689,France,Male,63,9,0.0,2,1,0,82033.04,0
666,France,Male,40,1,141744.9,1,1,0,132716.16,1
792,France,Male,55,2,142572.91,1,1,1,181407.69,0
705,France,Female,50,3,0.0,2,1,0,179338.55,1
682,France,Female,34,4,178771.61,2,1,1,98896.07,1
642,France,Female,34,6,0.0,2,1,1,66160.67,0
691,Spain,Female,56,2,0.0,1,1,0,118942.91,1
630,Spain,Male,56,7,72026.28,1,1,1,185597.72,0
668,France,Female,19,0,141686.49,2,1,0,139364.07,0
618,Germany,Female,46,3,131530.1,1,1,1,191482.73,0
603,Spain,Male,39,7,103069.63,3,1,1,120040.8,1
563,Spain,Male,29,2,0.0,2,1,0,14032.38,1
